publication_id,date,analyst,analyst_seniority,sector,report_type,channel,region,client_tier,word_count,has_chart,num_charts,has_video,report_page_count,has_price_target,topic_sensitivity,subject_line_length,send_hour,is_monday,is_friday,is_market_open,is_quarter_end,days_to_earnings,subscriber_count,num_explicit_recipients,prev_avg_reads,prev_report_reads,analyst_30d_avg_reads,analyst_publish_frequency,days_since_last_pub,reads
PUB_0273,2023-09-12,Analyst_22,Managing Director,Macro,Flash Note,Portal,Americas,Tier 3,441,1,4,0,20,0,1,67,6,0,0,0,0,20,4576,0,614,779,650,Daily,14,1700
PUB_0274,2023-07-16,Analyst_28,Managing Director,Commodities,Weekly Outlook,Portal,APAC,Tier 1,2959,1,3,0,38,0,0,83,9,0,0,1,0,61,578,0,405,698,419,Bi-weekly,23,903
PUB_0275,2023-07-14,Analyst_18,Senior,Credit,Flash Note,Portal,Americas,Tier 2,800,1,9,1,19,0,1,38,9,0,1,1,0,63,615,0,217,370,221,Weekly,20,569
PUB_0276,2024-07-03,Analyst_13,Senior,Commodities,Weekly Outlook,Portal,EMEA,Tier 1,1139,1,5,0,27,0,0,86,6,0,0,0,0,86,4386,0,606,788,629,Weekly,20,1362
PUB_0277,2024-04-04,Analyst_11,Senior,Credit,Morning Brief,Portal,EMEA,Tier 2,1982,0,9,1,25,0,1,92,14,0,0,1,0,72,1291,0,501,93,451,Monthly,6,1051
PUB_0278,2023-05-24,Analyst_21,Senior,Macro,Flash Note,Web,Americas,Tier 3,1865,1,3,0,38,0,1,95,8,0,0,0,0,55,2768,0,154,581,141,Weekly,22,331
PUB_0279,2024-03-08,Analyst_23,Senior,Equity,Flash Note,Portal,EMEA,Tier 1,2346,1,7,0,23,1,0,24,10,0,1,1,0,0,1511,0,199,680,157,Weekly,25,724
PUB_0280,2023-07-07,Analyst_29,Senior,Fixed Income,Deep Dive,Web,Americas,Tier 2,1830,1,2,0,29,0,1,86,11,0,1,1,0,20,3380,0,195,503,239,Weekly,28,601
PUB_0281,2023-10-13,Analyst_25,Managing Director,Macro,Weekly Outlook,Web,EMEA,Tier 3,895,1,4,0,15,0,0,30,13,0,1,1,0,21,371,0,765,795,785,Weekly,5,1098
PUB_0282,2024-04-18,Analyst_16,Mid,Macro,Earnings Preview,Email,APAC,Tier 3,2204,1,0,0,3,0,0,87,11,0,0,1,0,53,242,458,348,897,314,Daily,24,524
PUB_0283,2023-09-13,Analyst_28,Mid,Equity,Earnings Preview,Email,Americas,Tier 3,580,1,5,1,10,1,0,88,8,0,0,0,0,3,3432,1339,216,823,264,Bi-weekly,21,1097
PUB_0284,2023-03-19,Analyst_18,Junior,Macro,Deep Dive,Email,Americas,Tier 1,723,1,4,0,15,0,0,20,11,0,0,1,0,64,887,1364,762,132,763,Weekly,18,806
PUB_0285,2024-03-29,Analyst_2,Senior,Macro,Weekly Outlook,Web,APAC,Tier 2,569,0,7,0,16,0,0,82,6,0,1,0,1,50,1781,0,695,592,662,Monthly,15,1164
PUB_0286,2024-07-17,Analyst_20,Junior,Equity,Morning Brief,Portal,EMEA,Tier 2,453,1,8,0,17,0,1,48,9,0,0,1,0,73,722,0,772,371,784,Weekly,6,663
PUB_0287,2023-04-11,Analyst_3,Mid,Macro,Deep Dive,Portal,APAC,Tier 1,2961,1,7,0,19,0,1,31,11,0,0,1,0,62,3941,0,97,835,79,Weekly,25,671
PUB_0288,2023-02-21,Analyst_8,Senior,Credit,Flash Note,Web,EMEA,Tier 2,2050,0,7,0,11,0,0,96,12,0,0,1,0,14,3776,0,687,283,640,Weekly,29,1153
PUB_0289,2024-10-29,Analyst_21,Mid,Credit,Morning Brief,Email,EMEA,Tier 1,961,1,2,0,5,1,1,60,16,0,0,1,0,35,2672,657,288,589,324,Bi-weekly,19,930
PUB_0290,2024-07-07,Analyst_22,Senior,Credit,Weekly Outlook,Email,Americas,Tier 1,2267,1,3,0,5,0,1,21,18,0,0,0,0,28,3360,1708,56,301,80,Weekly,1,795
PUB_0291,2023-01-16,Analyst_30,Junior,Credit,Flash Note,Web,APAC,Tier 2,382,1,3,0,14,1,1,56,16,1,0,1,0,51,4812,0,513,885,514,Bi-weekly,1,771
PUB_0292,2023-04-06,Analyst_10,Junior,Macro,Earnings Preview,Email,APAC,Tier 1,1749,0,4,1,26,0,1,64,15,0,0,1,0,45,166,1589,502,814,460,Bi-weekly,13,722
PUB_0293,2023-08-31,Analyst_8,Senior,Fixed Income,Weekly Outlook,Web,APAC,Tier 3,1598,1,8,0,8,0,0,99,8,0,0,0,0,68,4386,0,420,498,433,Monthly,3,1153
PUB_0294,2023-06-20,Analyst_24,Mid,Credit,Flash Note,Email,APAC,Tier 3,2631,0,8,1,5,0,0,67,14,0,0,1,0,28,4716,907,598,288,577,Bi-weekly,10,1561
PUB_0295,2024-02-21,Analyst_3,Junior,Credit,Weekly Outlook,Web,EMEA,Tier 3,1279,1,9,0,7,0,1,43,17,0,0,0,0,46,1240,0,536,539,493,Daily,21,396
PUB_0296,2024-05-12,Analyst_14,Senior,Macro,Flash Note,Portal,Americas,Tier 2,2520,0,0,0,16,0,0,41,17,0,0,0,0,24,2414,0,260,513,214,Bi-weekly,3,657
PUB_0297,2024-05-07,Analyst_4,Senior,Commodities,Weekly Outlook,Portal,Americas,Tier 1,1959,1,7,0,14,0,0,30,12,0,0,1,0,79,2632,0,214,363,239,Monthly,9,815
PUB_0298,2023-08-07,Analyst_25,Mid,Macro,Earnings Preview,Portal,APAC,Tier 1,1698,1,0,0,37,0,0,77,19,1,0,0,0,15,3680,0,174,224,186,Monthly,8,512
PUB_0299,2024-02-15,Analyst_21,Senior,Equity,Deep Dive,Web,Americas,Tier 3,932,1,1,1,4,1,0,65,6,0,0,0,0,88,1287,0,386,755,336,Daily,3,602
PUB_0300,2023-03-02,Analyst_23,Junior,Credit,Flash Note,Email,Americas,Tier 3,1831,1,6,0,36,0,0,48,7,0,0,0,0,40,4571,1155,241,229,205,Bi-weekly,25,668
PUB_0301,2023-06-18,Analyst_28,Junior,Equity,Flash Note,Email,EMEA,Tier 1,1086,1,7,0,17,0,0,54,6,0,0,0,0,64,4848,1690,779,434,817,Daily,13,940
PUB_0302,2024-01-24,Analyst_4,Senior,Credit,Earnings Preview,Email,EMEA,Tier 3,697,1,0,1,36,0,0,34,16,0,0,1,0,68,3439,1766,263,344,294,Weekly,6,1013
PUB_0303,2023-01-03,Analyst_15,Senior,Commodities,Deep Dive,Email,Americas,Tier 1,1443,0,2,0,6,0,1,79,14,0,0,1,0,19,648,1413,623,264,610,Bi-weekly,13,1358
PUB_0304,2024-02-04,Analyst_6,Senior,Fixed Income,Weekly Outlook,Email,APAC,Tier 2,1233,1,6,0,16,0,0,61,14,0,0,1,0,68,4187,490,377,764,368,Monthly,23,1749
PUB_0305,2023-09-29,Analyst_23,Senior,Commodities,Flash Note,Portal,APAC,Tier 3,1760,0,8,0,29,0,0,62,12,0,1,1,1,35,172,0,430,811,425,Weekly,20,661
PUB_0306,2024-04-10,Analyst_10,Managing Director,Macro,Deep Dive,Web,EMEA,Tier 3,2152,1,7,1,36,1,0,99,15,0,0,1,0,57,298,0,722,818,724,Monthly,20,1497
PUB_0307,2023-10-20,Analyst_29,Senior,Macro,Weekly Outlook,Email,Americas,Tier 3,2812,0,7,0,38,0,0,93,8,0,1,0,0,47,3301,420,627,124,602,Daily,12,1046
PUB_0308,2024-03-09,Analyst_1,Mid,Equity,Flash Note,Web,Americas,Tier 3,585,1,8,0,37,1,0,68,18,0,0,0,0,81,1881,0,288,393,298,Daily,13,331
PUB_0309,2024-12-14,Analyst_2,Senior,Equity,Flash Note,Email,Americas,Tier 2,564,1,9,0,10,1,0,83,10,0,0,1,0,1,671,1057,581,763,597,Weekly,2,1312
PUB_0310,2024-07-23,Analyst_11,Mid,Macro,Weekly Outlook,Web,EMEA,Tier 3,2667,1,2,1,36,0,0,51,9,0,0,1,0,79,890,0,749,191,752,Weekly,21,661
PUB_0311,2024-11-08,Analyst_26,Mid,Macro,Earnings Preview,Web,EMEA,Tier 1,2436,0,7,0,29,0,1,83,12,0,1,1,0,28,1738,0,131,767,102,Monthly,24,366
PUB_0312,2024-05-13,Analyst_2,Junior,Macro,Deep Dive,Web,Americas,Tier 3,1977,1,0,0,14,0,0,21,19,1,0,0,0,15,1931,0,412,248,387,Weekly,23,284
PUB_0313,2023-06-08,Analyst_10,Junior,Credit,Flash Note,Web,APAC,Tier 2,1526,1,7,0,4,0,0,43,14,0,0,1,0,34,1955,0,554,220,586,Weekly,16,463
PUB_0314,2023-07-14,Analyst_12,Managing Director,Commodities,Weekly Outlook,Portal,APAC,Tier 3,1120,1,6,1,36,0,0,85,17,0,1,0,0,61,1274,0,251,455,260,Weekly,23,676
PUB_0315,2023-10-31,Analyst_12,Senior,Credit,Flash Note,Web,EMEA,Tier 2,2062,1,7,1,13,0,1,57,7,0,0,0,0,80,3840,0,553,877,541,Weekly,6,1222
PUB_0316,2023-08-11,Analyst_14,Senior,Fixed Income,Weekly Outlook,Email,APAC,Tier 3,2681,1,0,1,18,0,1,50,18,0,1,0,0,3,3377,615,693,277,678,Monthly,19,1939
PUB_0317,2023-03-01,Analyst_5,Mid,Credit,Flash Note,Portal,APAC,Tier 2,2569,1,5,0,33,0,1,45,13,0,0,1,0,67,278,0,86,460,56,Weekly,21,128
PUB_0318,2024-08-16,Analyst_8,Junior,Macro,Morning Brief,Portal,Americas,Tier 3,340,1,6,0,21,0,0,48,14,0,1,1,0,50,2344,0,693,740,683,Weekly,13,551
PUB_0319,2024-07-09,Analyst_17,Junior,Credit,Earnings Preview,Web,Americas,Tier 1,2031,1,4,0,16,0,0,86,15,0,0,1,0,88,4186,0,638,836,635,Bi-weekly,17,668
PUB_0320,2023-03-04,Analyst_14,Mid,Equity,Deep Dive,Email,APAC,Tier 1,367,1,4,1,15,1,0,97,19,0,0,0,0,32,834,503,650,111,625,Weekly,23,784
PUB_0321,2023-11-18,Analyst_19,Senior,Macro,Earnings Preview,Web,EMEA,Tier 2,1287,0,6,0,5,0,1,44,15,0,0,1,0,77,898,0,451,376,463,Bi-weekly,9,701
PUB_0322,2023-02-28,Analyst_22,Senior,Commodities,Earnings Preview,Web,Americas,Tier 1,2099,0,2,0,6,1,0,67,14,0,0,1,0,23,887,0,755,765,781,Daily,17,1032
PUB_0323,2023-02-21,Analyst_26,Senior,Credit,Deep Dive,Web,APAC,Tier 3,2861,0,5,0,38,0,1,84,19,0,0,0,0,74,2895,0,225,182,210,Daily,29,300
PUB_0324,2024-08-21,Analyst_6,Mid,Macro,Earnings Preview,Email,Americas,Tier 2,1921,0,6,0,3,1,1,72,15,0,0,1,0,24,4404,743,594,633,567,Monthly,2,1730
PUB_0325,2024-05-03,Analyst_6,Managing Director,Equity,Morning Brief,Web,Americas,Tier 3,1955,1,0,0,12,0,1,86,19,0,1,0,0,27,4688,0,619,639,658,Bi-weekly,19,1611
PUB_0326,2024-05-29,Analyst_6,Senior,Equity,Weekly Outlook,Email,APAC,Tier 2,1578,1,1,0,36,1,0,37,12,0,0,1,0,6,3184,927,516,238,486,Weekly,19,1322
PUB_0327,2024-06-27,Analyst_3,Senior,Credit,Deep Dive,Web,APAC,Tier 1,994,0,3,0,33,1,1,28,14,0,0,1,1,35,3018,0,250,405,217,Bi-weekly,24,805
PUB_0328,2023-06-11,Analyst_20,Senior,Macro,Weekly Outlook,Web,EMEA,Tier 3,2824,1,7,0,36,0,0,57,14,0,0,1,0,9,831,0,589,120,553,Monthly,7,792
PUB_0329,2023-02-28,Analyst_28,Mid,Commodities,Flash Note,Web,APAC,Tier 3,1385,0,9,0,33,0,0,40,19,0,0,0,0,35,1229,0,596,312,624,Weekly,22,463
PUB_0330,2024-06-04,Analyst_13,Mid,Fixed Income,Morning Brief,Web,Americas,Tier 2,2779,1,5,0,31,0,0,84,8,0,0,0,0,82,3546,0,686,355,641,Daily,10,684
PUB_0331,2023-03-24,Analyst_20,Mid,Equity,Weekly Outlook,Email,EMEA,Tier 3,1993,1,0,0,21,1,1,40,9,0,1,1,0,17,1705,1469,443,607,435,Weekly,10,826
PUB_0332,2023-07-10,Analyst_22,Senior,Fixed Income,Weekly Outlook,Web,APAC,Tier 3,2615,1,9,0,27,0,0,46,7,1,0,0,0,5,3878,0,91,273,71,Daily,27,512
PUB_0333,2023-03-12,Analyst_8,Junior,Commodities,Deep Dive,Portal,Americas,Tier 2,1358,0,4,0,27,0,0,89,15,0,0,1,0,6,2845,0,646,377,623,Daily,20,490
PUB_0334,2024-09-01,Analyst_16,Junior,Credit,Flash Note,Email,EMEA,Tier 3,1078,1,6,0,8,0,0,63,8,0,0,0,0,11,3270,973,442,811,399,Monthly,9,849
PUB_0335,2023-03-11,Analyst_30,Junior,Equity,Deep Dive,Email,EMEA,Tier 3,793,1,5,0,37,1,1,47,16,0,0,1,0,40,4789,1194,749,637,727,Daily,17,918
PUB_0336,2024-11-22,Analyst_19,Junior,Fixed Income,Flash Note,Portal,EMEA,Tier 3,1885,1,8,0,32,0,1,64,16,0,1,1,0,62,3033,0,672,123,642,Bi-weekly,27,646
PUB_0337,2023-08-29,Analyst_5,Managing Director,Equity,Deep Dive,Portal,Americas,Tier 1,1792,1,7,0,26,1,1,36,10,0,0,1,0,24,1315,0,490,560,520,Weekly,15,1279
PUB_0338,2024-02-18,Analyst_8,Senior,Fixed Income,Weekly Outlook,Email,Americas,Tier 3,2090,1,3,0,2,0,0,59,10,0,0,1,0,80,424,459,666,191,703,Weekly,2,1242
PUB_0339,2023-05-03,Analyst_15,Mid,Macro,Weekly Outlook,Email,EMEA,Tier 1,960,0,4,1,12,0,0,22,11,0,0,1,0,52,1950,359,555,634,562,Bi-weekly,4,1101
PUB_0340,2024-08-06,Analyst_21,Junior,Macro,Morning Brief,Portal,Americas,Tier 1,1648,1,6,0,22,0,0,95,18,0,0,0,0,32,1590,0,369,151,378,Weekly,19,383
PUB_0341,2023-09-10,Analyst_9,Mid,Credit,Weekly Outlook,Web,EMEA,Tier 2,1627,1,7,0,17,0,0,95,12,0,0,1,0,86,993,0,602,655,601,Daily,17,556
PUB_0342,2024-08-15,Analyst_15,Mid,Commodities,Earnings Preview,Portal,EMEA,Tier 2,1599,1,4,0,7,0,1,85,12,0,0,1,0,72,1490,0,264,630,313,Daily,5,479
PUB_0343,2024-08-31,Analyst_9,Junior,Equity,Weekly Outlook,Web,Americas,Tier 3,2286,0,8,0,4,1,0,65,6,0,0,0,0,5,3489,0,120,114,100,Bi-weekly,7,333
PUB_0344,2023-02-10,Analyst_22,Mid,Commodities,Earnings Preview,Portal,Americas,Tier 3,2344,1,9,0,37,0,0,49,19,0,1,0,0,61,4339,0,617,242,613,Weekly,18,759
PUB_0345,2024-09-26,Analyst_1,Mid,Fixed Income,Weekly Outlook,Email,EMEA,Tier 3,2228,1,3,0,38,0,0,88,7,0,0,0,1,65,4579,269,285,111,268,Daily,21,590
PUB_0346,2023-03-25,Analyst_29,Senior,Credit,Earnings Preview,Portal,Americas,Tier 2,1647,1,3,0,32,0,1,28,17,0,0,0,1,8,2363,0,330,581,281,Monthly,22,827
PUB_0347,2024-03-05,Analyst_26,Senior,Macro,Earnings Preview,Email,APAC,Tier 2,1358,1,7,0,11,0,0,30,14,0,0,1,0,66,3532,779,666,290,682,Monthly,27,1915
PUB_0348,2024-11-04,Analyst_15,Junior,Macro,Weekly Outlook,Web,EMEA,Tier 2,1276,1,0,1,1,0,0,88,15,1,0,1,0,15,2471,0,211,764,254,Weekly,7,321
PUB_0349,2024-08-20,Analyst_29,Mid,Credit,Earnings Preview,Portal,EMEA,Tier 3,781,0,7,0,25,1,1,85,7,0,0,0,0,88,3186,0,240,459,261,Daily,17,630
PUB_0350,2024-08-01,Analyst_10,Senior,Equity,Morning Brief,Web,Americas,Tier 1,1027,1,4,0,24,1,0,50,11,0,0,1,0,87,4412,0,58,349,59,Bi-weekly,7,707
PUB_0351,2024-06-19,Analyst_22,Senior,Commodities,Flash Note,Portal,Americas,Tier 3,2827,1,0,0,17,0,1,52,16,0,0,1,0,54,1615,0,109,244,65,Bi-weekly,4,404
PUB_0352,2023-11-20,Analyst_18,Managing Director,Fixed Income,Earnings Preview,Portal,Americas,Tier 3,1331,1,3,0,8,0,0,58,16,1,0,1,0,39,3017,0,274,503,299,Daily,8,968
PUB_0353,2023-09-25,Analyst_6,Senior,Commodities,Earnings Preview,Web,APAC,Tier 2,642,1,1,1,27,0,1,65,6,1,0,0,1,25,2452,0,749,623,717,Daily,13,1011
PUB_0354,2023-07-29,Analyst_3,Junior,Macro,Morning Brief,Portal,Americas,Tier 3,1747,1,3,0,18,1,0,56,8,0,0,0,0,37,1267,0,631,668,670,Bi-weekly,4,648
PUB_0355,2024-11-16,Analyst_15,Junior,Credit,Morning Brief,Email,EMEA,Tier 2,2679,1,7,1,27,1,0,79,7,0,0,0,0,34,210,454,336,686,377,Monthly,6,541
PUB_0356,2023-11-18,Analyst_12,Senior,Macro,Deep Dive,Web,Americas,Tier 3,2785,0,4,0,22,0,1,50,8,0,0,0,0,86,4427,0,218,350,182,Bi-weekly,25,768
PUB_0357,2023-09-02,Analyst_19,Junior,Macro,Flash Note,Web,Americas,Tier 3,2521,1,0,0,16,0,0,30,10,0,0,1,0,67,3755,0,111,828,138,Weekly,5,301
PUB_0358,2023-09-29,Analyst_10,Senior,Fixed Income,Deep Dive,Email,EMEA,Tier 2,2906,1,6,0,2,0,0,21,16,0,1,1,1,58,3893,1501,398,505,395,Weekly,12,1368
PUB_0359,2024-02-10,Analyst_21,Managing Director,Equity,Earnings Preview,Web,EMEA,Tier 2,826,1,0,0,5,1,0,46,15,0,0,1,0,13,1855,0,491,251,454,Bi-weekly,4,1212
PUB_0360,2023-05-15,Analyst_14,Senior,Equity,Morning Brief,Portal,APAC,Tier 3,2196,0,8,0,18,1,1,21,11,1,0,1,0,46,1677,0,63,723,15,Daily,24,548
PUB_0361,2024-11-18,Analyst_23,Mid,Fixed Income,Earnings Preview,Email,Americas,Tier 3,958,1,2,0,3,0,0,40,14,1,0,1,0,70,1396,1843,213,351,212,Weekly,29,560
PUB_0362,2024-10-22,Analyst_9,Senior,Credit,Weekly Outlook,Portal,APAC,Tier 2,2373,1,2,0,27,0,1,77,17,0,0,0,0,71,3874,0,469,673,511,Weekly,9,1168
PUB_0363,2023-11-04,Analyst_15,Mid,Commodities,Flash Note,Portal,EMEA,Tier 3,1119,0,5,0,17,0,1,24,16,0,0,1,0,41,2320,0,569,386,572,Weekly,4,821
PUB_0364,2024-04-13,Analyst_28,Senior,Credit,Weekly Outlook,Portal,EMEA,Tier 3,2952,1,9,1,16,0,1,71,15,0,0,1,0,50,1072,0,715,81,670,Weekly,19,1096
PUB_0365,2023-11-20,Analyst_10,Managing Director,Commodities,Morning Brief,Portal,EMEA,Tier 3,705,0,5,0,6,0,0,64,17,1,0,0,0,18,1130,0,597,147,595,Bi-weekly,24,1264
PUB_0366,2023-03-16,Analyst_7,Mid,Equity,Morning Brief,Portal,EMEA,Tier 1,2579,1,5,0,7,1,0,39,17,0,0,0,0,65,2693,0,609,808,581,Bi-weekly,14,873
PUB_0367,2023-01-10,Analyst_13,Managing Director,Macro,Morning Brief,Portal,EMEA,Tier 3,2880,0,0,0,14,0,1,80,18,0,0,0,0,46,4092,0,646,822,687,Monthly,5,2183
PUB_0368,2024-04-14,Analyst_28,Managing Director,Macro,Flash Note,Email,APAC,Tier 3,1873,0,4,0,38,0,0,57,9,0,0,1,0,64,4713,965,77,240,104,Bi-weekly,18,1406
PUB_0369,2024-09-28,Analyst_16,Junior,Credit,Deep Dive,Email,Americas,Tier 1,2111,1,5,0,15,0,0,39,12,0,0,1,1,41,1013,715,757,590,784,Weekly,10,848
PUB_0370,2024-07-30,Analyst_4,Junior,Fixed Income,Earnings Preview,Web,EMEA,Tier 2,804,1,7,1,33,0,0,44,11,0,0,1,0,37,2281,0,495,97,464,Weekly,25,529
PUB_0371,2023-04-13,Analyst_8,Junior,Commodities,Earnings Preview,Email,Americas,Tier 3,478,1,0,1,27,0,0,21,7,0,0,0,0,12,3297,759,257,299,283,Weekly,19,510
PUB_0372,2023-03-17,Analyst_13,Junior,Macro,Earnings Preview,Email,EMEA,Tier 1,431,0,4,0,29,0,0,51,15,0,1,1,0,43,1562,1693,519,275,559,Daily,12,430
PUB_0373,2024-07-04,Analyst_19,Junior,Credit,Earnings Preview,Email,APAC,Tier 3,2146,1,2,1,37,1,0,45,16,0,0,1,0,23,2478,584,765,321,774,Monthly,18,1028
PUB_0374,2023-08-07,Analyst_12,Senior,Fixed Income,Earnings Preview,Email,APAC,Tier 2,1778,1,1,0,5,0,1,89,16,1,0,1,0,29,3554,603,153,714,201,Daily,17,1043
PUB_0375,2024-06-02,Analyst_19,Junior,Equity,Deep Dive,Email,APAC,Tier 2,2695,1,7,0,29,1,0,60,16,0,0,1,0,69,3653,1622,791,534,785,Weekly,24,1065
PUB_0376,2023-09-29,Analyst_10,Mid,Fixed Income,Weekly Outlook,Email,APAC,Tier 3,2887,1,6,0,32,0,0,86,13,0,1,1,1,37,1407,377,475,377,485,Weekly,11,701
PUB_0377,2023-05-16,Analyst_23,Senior,Equity,Flash Note,Web,Americas,Tier 2,1071,1,9,0,6,1,0,20,12,0,0,1,0,22,1289,0,150,846,155,Weekly,3,673
PUB_0378,2023-12-24,Analyst_10,Junior,Credit,Weekly Outlook,Email,APAC,Tier 2,1729,1,6,0,2,0,0,70,12,0,0,1,0,73,787,1238,590,229,541,Bi-weekly,23,889
PUB_0379,2023-03-12,Analyst_1,Senior,Fixed Income,Weekly Outlook,Portal,APAC,Tier 2,2423,1,4,0,6,0,0,24,19,0,0,0,0,56,4761,0,688,863,682,Weekly,17,1502
PUB_0380,2023-09-08,Analyst_27,Mid,Credit,Earnings Preview,Web,APAC,Tier 3,878,0,8,0,4,0,1,32,13,0,1,1,0,78,1307,0,571,714,560,Weekly,1,595
PUB_0381,2024-01-14,Analyst_22,Junior,Equity,Earnings Preview,Email,EMEA,Tier 1,1815,1,4,0,29,1,1,38,17,0,0,0,0,22,1994,1591,155,795,128,Weekly,15,474
PUB_0382,2023-10-19,Analyst_13,Senior,Macro,Deep Dive,Portal,APAC,Tier 2,493,1,1,0,25,0,0,31,17,0,0,0,0,35,1911,0,728,72,706,Monthly,28,1183
PUB_0383,2023-06-11,Analyst_9,Senior,Macro,Flash Note,Email,Americas,Tier 3,2307,1,2,1,9,0,0,67,18,0,0,0,0,56,3283,706,326,655,342,Weekly,9,1097
PUB_0384,2024-03-24,Analyst_1,Managing Director,Equity,Morning Brief,Portal,EMEA,Tier 2,1485,0,3,0,3,1,0,44,19,0,0,0,0,0,3897,0,114,419,131,Weekly,15,1008
PUB_0385,2024-07-10,Analyst_19,Senior,Commodities,Weekly Outlook,Web,Americas,Tier 3,2694,1,4,0,26,0,1,76,16,0,0,1,0,71,1744,0,237,294,252,Weekly,28,454
PUB_0386,2024-12-21,Analyst_28,Senior,Commodities,Morning Brief,Web,EMEA,Tier 2,1684,0,2,0,27,0,1,54,6,0,0,0,0,2,4068,0,366,851,399,Daily,24,871
PUB_0387,2023-11-06,Analyst_22,Mid,Macro,Flash Note,Portal,Americas,Tier 3,2092,1,6,0,36,0,1,95,18,1,0,0,0,13,2816,0,187,209,190,Weekly,28,511
PUB_0388,2024-09-18,Analyst_25,Junior,Macro,Weekly Outlook,Email,Americas,Tier 1,1410,1,4,0,32,0,0,24,6,0,0,0,0,80,290,738,392,422,394,Bi-weekly,29,430
PUB_0389,2024-10-31,Analyst_24,Senior,Fixed Income,Morning Brief,Email,Americas,Tier 3,2561,0,4,0,1,0,1,41,13,0,0,1,0,33,1435,1006,154,334,182,Bi-weekly,3,621
PUB_0390,2024-06-25,Analyst_2,Senior,Fixed Income,Morning Brief,Web,EMEA,Tier 2,2236,1,5,0,16,0,0,96,9,0,0,1,1,69,4903,0,595,570,593,Bi-weekly,22,1369
PUB_0391,2023-01-09,Analyst_30,Managing Director,Macro,Deep Dive,Portal,Americas,Tier 2,2920,1,6,0,11,0,0,76,10,1,0,1,0,68,3206,0,429,499,410,Daily,27,1240
PUB_0392,2024-11-14,Analyst_20,Mid,Commodities,Flash Note,Web,Americas,Tier 1,1079,1,9,0,26,0,1,66,13,0,0,1,0,50,478,0,159,746,169,Weekly,19,399
PUB_0393,2024-07-21,Analyst_24,Mid,Fixed Income,Flash Note,Portal,EMEA,Tier 1,561,1,9,0,1,0,1,73,10,0,0,1,0,28,4582,0,594,856,585,Daily,13,1002
PUB_0394,2023-11-03,Analyst_16,Senior,Equity,Flash Note,Web,Americas,Tier 2,1029,1,7,0,26,0,0,22,15,0,1,1,0,81,3929,0,403,696,353,Daily,12,683
PUB_0395,2024-11-10,Analyst_27,Mid,Fixed Income,Weekly Outlook,Web,EMEA,Tier 2,582,0,8,0,28,0,0,72,9,0,0,1,0,47,715,0,792,671,804,Weekly,20,649
PUB_0396,2023-04-17,Analyst_29,Managing Director,Fixed Income,Deep Dive,Portal,APAC,Tier 3,1790,1,3,1,9,0,0,50,17,1,0,0,0,78,2430,0,366,630,350,Weekly,1,1049
PUB_0397,2023-05-18,Analyst_29,Managing Director,Fixed Income,Earnings Preview,Web,Americas,Tier 2,661,1,4,0,22,0,0,88,11,0,0,1,0,78,1854,0,315,185,315,Bi-weekly,21,752
PUB_0398,2023-09-28,Analyst_10,Mid,Credit,Weekly Outlook,Email,EMEA,Tier 2,740,1,4,1,8,0,0,52,18,0,0,0,1,15,563,967,743,145,763,Bi-weekly,17,1032
PUB_0399,2023-04-29,Analyst_25,Senior,Equity,Flash Note,Portal,APAC,Tier 3,2440,1,7,0,27,0,1,91,17,0,0,0,0,56,1066,0,114,168,108,Monthly,13,510
PUB_0400,2023-04-20,Analyst_26,Senior,Macro,Weekly Outlook,Portal,Americas,Tier 3,1944,1,8,1,39,0,1,69,10,0,0,1,0,9,4367,0,382,423,408,Bi-weekly,1,1314
PUB_0401,2024-07-20,Analyst_8,Junior,Commodities,Morning Brief,Portal,APAC,Tier 1,1166,1,6,0,19,0,1,35,19,0,0,0,0,18,3258,0,562,323,576,Daily,10,611
PUB_0402,2023-06-09,Analyst_20,Managing Director,Commodities,Weekly Outlook,Portal,Americas,Tier 1,1747,1,4,0,25,0,1,95,12,0,1,1,0,66,3724,0,182,899,145,Weekly,15,1107
PUB_0403,2023-10-06,Analyst_26,Senior,Macro,Weekly Outlook,Web,EMEA,Tier 1,441,0,2,1,38,1,0,96,19,0,1,0,0,35,789,0,641,226,683,Weekly,27,660
PUB_0404,2023-10-16,Analyst_12,Senior,Credit,Flash Note,Email,APAC,Tier 3,1614,1,0,0,21,0,1,58,15,1,0,1,0,3,2722,1844,589,798,541,Weekly,27,1567
PUB_0405,2024-09-11,Analyst_8,Mid,Commodities,Morning Brief,Web,APAC,Tier 3,1755,1,8,0,24,1,0,65,12,0,0,1,0,74,2312,0,784,833,757,Daily,7,663
PUB_0406,2023-08-04,Analyst_21,Managing Director,Fixed Income,Flash Note,Email,APAC,Tier 2,2175,1,4,0,24,0,0,66,18,0,1,0,0,32,482,1120,584,326,598,Daily,28,1075
PUB_0407,2023-12-18,Analyst_7,Mid,Commodities,Morning Brief,Email,APAC,Tier 3,2147,1,8,0,19,0,0,63,9,1,0,1,0,27,2356,1414,545,187,542,Weekly,22,997
PUB_0408,2023-07-28,Analyst_20,Junior,Equity,Morning Brief,Portal,Americas,Tier 3,2012,1,9,1,2,1,0,28,17,0,1,0,0,79,3910,0,670,181,629,Bi-weekly,18,805
PUB_0409,2024-12-04,Analyst_9,Managing Director,Equity,Morning Brief,Portal,EMEA,Tier 3,1000,0,3,0,14,0,1,69,18,0,0,0,0,8,3603,0,668,93,630,Bi-weekly,16,1878
